alcohol,chlorides,citric acid,density,fixed acidity,free sulfur dioxide,pH,residual sugar,sulphates,total sulfur dioxide,volatile acidity
12.0,0.037,0.34,0.9899,6.6,41.0,3.01,1.1,0.68,115.0,0.16
9.0,0.142,0.49,0.9937,6.8,52.0,3.08,1.4,0.49,148.0,0.29
12.8,0.033,0.3,0.99265,6.9,24.0,3.15,10.6,0.45,87.0,0.4
10.0,0.052,0.46,0.998,7.8,38.0,3.15,13.6,0.5,118.0,0.18
9.5,0.039,0.33,0.9969,7.9,73.0,2.93,10.3,0.49,212.0,0.26
11.4,0.052,0.49,0.9911,7.8,6.0,3.15,1.35,0.28,48.0,0.21
10.7,0.033,0.42,0.99205,7.3,29.0,3.17,1.2,0.43,142.0,0.28
9.2,0.04,0.18,0.99736,6.4,21.0,3.14,15.0,0.5,116.0,0.29
9.1,0.147,0.59,0.993,6.8,38.0,3.05,0.9,0.38,132.0,0.2
11.0,0.053,0.4,0.99112,6.4,61.0,3.17,1.3,0.68,146.0,0.15
9.5,0.094,0.18,0.99474,7.1,27.0,2.9,6.3,0.49,166.0,0.33
8.8,0.05,0.24,0.998,7.1,52.0,3.1,13.1,0.49,204.0,0.32
9.4,0.208,0.3,0.99478,6.3,60.0,3.1,6.6,0.4,154.0,0.28
9.2,0.045,0.31,0.9986,7.4,39.0,3.1,14.5,0.5,193.0,0.19
11.3,0.034,0.36,0.99058,6.8,32.0,3.02,1.3,0.58,98.0,0.16
9.4,0.05,0.49,0.9956,8.9,17.0,3.13,1.6,0.34,131.0,0.32
9.0,0.056,0.21,0.99827,6.9,49.0,3.11,15.7,0.48,159.0,0.3
9.7,0.054,0.23,0.99836,7.6,20.0,3.16,12.7,0.5,139.0,0.31
11.2,0.042,0.74,0.9934,8.8,15.0,3.02,3.2,0.51,126.0,0.23
11.3,0.033,0.49,0.99072,7.1,12.0,3.05,1.3,0.53,72.0,0.18
11.6,0.036,0.34,0.98961,6.3,32.0,3.06,1.2,0.74,96.0,0.22
12.5,0.034,0.28,0.99151,6.7,29.0,2.96,8.3,0.39,81.0,0.36
10.0,0.043,0.28,0.9954,8.1,57.0,3.12,7.7,0.55,176.0,0.22
11.9,0.027,0.4,0.9911,7.8,20.0,3.15,1.6,0.48,87.0,0.31
10.0,0.052,0.26,0.99388,6.6,45.0,3.16,7.4,0.37,128.0,0.17
10.3,0.049,0.55,0.9949,9.4,14.0,3.02,1.6,0.61,94.0,0.17
12.3,0.039,0.33,0.9898,6.9,27.0,3.09,1.6,0.46,98.0,0.19
13.6,0.04,0.3,0.99021,7.1,49.0,3.17,6.2,0.27,139.0,0.37
9.1,0.047,0.51,0.9987,7.9,54.0,3.09,15.3,0.51,171.0,0.345
10.8,0.026,0.27,0.9921,9.2,17.0,3.08,1.2,0.39,73.0,0.34
11.2,0.031,0.33,0.99094,7.6,33.0,3.06,1.0,0.68,93.0,0.1
10.5,0.036,0.49,0.992,8.8,14.0,2.96,1.0,0.33,56.0,0.35
9.5,0.042,0.71,0.99784,6.8,21.0,2.85,17.5,0.5,114.0,0.19
12.7,0.023,0.37,0.9902,6.8,19.0,3.14,3.4,0.53,87.0,0.32
9.8,0.048,0.16,0.99428,7.2,14.0,3.09,5.9,0.49,125.0,0.47
9.8,0.04,0.24,0.99622,6.6,54.0,3.14,11.9,0.54,159.0,0.43
9.5,0.055,0.37,0.99586,6.8,52.0,3.11,8.2,0.52,192.0,0.27
9.3,0.049,0.49,0.996,6.6,53.0,3.16,7.7,0.4,217.0,0.325
11.8,0.031,0.4,0.98966,6.1,25.0,3.03,1.85,0.3,111.0,0.22
11.3,0.042,0.49,0.9917,7.4,35.0,3.13,1.1,0.55,156.0,0.25
11.9,0.033,0.46,0.99045,6.7,19.0,3.1,2.2,0.62,111.0,0.24
10.2,0.044,0.15,0.9931,6.6,25.0,3.11,4.6,0.38,78.0,0.38
10.4,0.04,0.25,0.99552,6.9,29.0,3.05,12.2,0.65,136.0,0.29
10.8,0.034,0.31,0.9938,7.9,37.0,3.06,7.35,0.31,154.0,0.29
12.0,0.038,0.35,0.9912,6.8,10.0,3.09,2.8,0.53,164.0,0.3
9.2,0.034,0.24,0.9933,6.6,17.0,3.13,1.2,0.36,121.0,0.3
9.5,0.048,0.29,0.99784,6.9,52.0,3.0,13.65,0.6,189.0,0.38
10.6,0.042,0.35,0.9926,8.7,11.0,3.08,0.6,0.38,71.0,0.24
9.4,0.049,0.26,0.99691,5.7,52.5,3.08,12.5,0.45,120.0,0.25
12.7,0.021,0.32,0.9889,6.7,22.0,3.15,1.4,0.53,121.0,0.48
9.6,0.046,0.41,0.99537,6.9,52.0,3.12,7.8,0.51,171.0,0.29
9.5,0.049,0.52,0.99551,6.5,35.0,3.16,7.9,0.51,192.0,0.29
11.0,0.051,0.49,0.9954,8.1,51.0,3.1,8.1,0.52,205.0,0.2
13.0,0.03,0.25,0.99116,6.9,18.0,3.09,7.5,0.38,117.0,0.27
11.5,0.051,0.34,0.9944,7.2,6.0,3.13,12.4,0.39,37.0,0.35
9.0,0.051,0.28,0.99792,7.0,29.0,2.96,14.7,0.39,149.0,0.15
9.0,0.05,0.34,0.9973,7.4,57.0,3.16,12.2,0.37,146.0,0.105
11.3,0.046,0.29,0.99123,7.5,35.0,3.15,1.5,0.45,107.0,0.21
12.5,0.031,0.49,0.9906,7.5,44.0,3.07,1.7,0.46,109.0,0.32
9.2,0.069,0.74,0.9968,6.9,44.0,3.0,11.2,0.81,150.0,0.34
11.45,0.046,0.29,0.9902,7.5,34.0,3.04,1.1,0.39,84.0,0.24
12.0,0.032,0.37,0.9932,6.0,17.0,3.08,9.7,0.66,50.0,0.19
9.0,0.053,0.23,0.99458,5.8,29.0,3.13,5.0,0.52,106.0,0.33
11.1,0.037,0.49,0.992,14.2,33.0,3.15,1.1,0.54,156.0,0.27
10.3,0.031,0.33,0.99239,8.6,38.0,2.83,1.2,0.31,95.0,0.22
11.2,0.045,0.34,0.99132,7.1,6.0,3.16,1.2,0.46,132.0,0.24
10.6,0.049,0.48,0.9931,7.7,36.0,3.17,2.3,0.64,178.0,0.29
10.9,0.041,0.28,0.99418,6.5,29.0,2.98,11.45,0.3,109.0,0.3
12.1,0.028,0.34,0.9911,7.7,26.0,2.99,1.8,0.48,168.0,0.27
12.1,0.03,0.26,0.98894,6.1,25.0,3.03,1.5,0.41,101.0,0.28
12.0,0.033,0.41,0.9908,8.1,11.0,2.99,1.45,0.56,63.0,0.27
9.4,0.044,0.21,0.9932,6.8,15.0,3.17,2.2,0.39,68.0,0.32
9.2,0.04,0.18,0.99736,6.4,21.0,3.14,15.0,0.5,116.0,0.29
11.3,0.035,0.27,0.99138,7.3,39.0,3.04,2.6,0.59,120.0,0.23
10.2,0.037,0.33,0.9923,7.3,66.0,3.11,1.0,0.52,144.0,0.21
11.05,0.026,0.36,0.9956,8.3,13.0,3.13,8.8,0.35,60.0,0.14
12.3,0.034,0.32,0.98952,5.9,31.0,3.16,2.0,0.56,102.0,0.27
9.0,0.058,0.39,0.9979,7.2,49.0,2.98,14.2,0.48,192.0,0.23
12.8,0.038,0.3,0.98867,6.7,30.0,3.09,2.4,0.36,83.0,0.31
9.8,0.051,0.36,0.9972,7.0,72.0,3.16,13.0,0.49,177.0,0.23
9.8,0.04,0.28,0.99558,8.1,70.0,3.14,7.5,0.55,230.0,0.34
8.8,0.037,0.48,0.99808,7.4,61.5,3.02,12.8,0.34,182.0,0.29
9.2,0.052,0.34,0.99627,7.4,44.0,3.11,8.3,0.52,168.0,0.38
12.3,0.028,0.74,0.991,7.9,30.0,3.08,1.2,0.82,165.0,0.14
9.5,0.061,0.17,0.9925,6.7,14.0,3.07,1.3,0.55,100.0,0.23
10.0,0.038,0.39,0.994,7.6,21.0,3.16,1.2,0.67,115.0,0.28
12.8,0.036,0.44,0.9913,7.6,10.0,3.01,1.9,0.7,119.0,0.21
8.6,0.052,0.57,1.0001,8.3,35.0,2.93,15.0,0.64,256.0,0.36
10.6,0.047,0.49,0.99252,7.7,31.0,3.07,2.5,0.57,169.0,0.25
10.7,0.038,0.35,0.99546,6.9,49.0,3.0,13.5,0.63,118.0,0.19
9.5,0.056,0.24,0.99718,7.0,68.0,3.05,12.1,0.5,210.0,0.44
8.9,0.05,0.36,0.9986,7.3,35.0,3.04,13.1,0.46,200.0,0.25
9.4,0.044,0.21,0.9932,6.8,15.0,3.17,2.2,0.39,68.0,0.32
9.5,0.033,0.42,0.99684,6.1,28.0,2.87,15.1,0.47,124.0,0.17
9.0,0.058,0.39,0.9979,7.2,49.0,2.98,14.2,0.48,192.0,0.23
12.6,0.029,0.28,0.9906,7.6,7.0,3.0,4.2,0.41,112.0,0.38
9.1,0.197,0.45,0.9942,6.4,76.0,3.02,3.5,0.39,180.0,0.3
11.2,0.032,0.32,0.99095,6.8,18.0,3.05,1.8,0.62,130.0,0.29
11.5,0.052,0.36,0.98974,6.0,23.0,3.1,1.6,0.5,72.0,0.13
9.6,0.05,0.26,0.99514,6.4,53.0,3.14,7.9,0.5,180.0,0.32
10.2,0.045,0.38,0.995,9.0,52.0,2.93,5.9,0.35,159.0,0.245
9.1,0.051,0.27,0.9936,7.8,20.0,3.06,1.2,0.46,89.0,0.21
11.75,0.036,0.41,0.99018,6.0,42.0,3.04,1.3,0.64,118.0,0.24
12.3,0.028,0.34,0.991,7.5,36.0,2.99,4.2,0.41,116.0,0.28
11.8,0.027,0.33,0.9899,6.8,15.0,3.11,0.7,0.31,66.0,0.32
8.8,0.084,0.26,1.0011,7.5,33.0,3.17,18.35,0.39,139.0,0.26
10.3,0.036,0.32,0.9952,7.8,34.0,3.17,9.0,0.39,115.0,0.28
9.4,0.054,0.42,0.99556,6.8,58.0,3.12,7.3,0.49,200.0,0.27
10.3,0.039,0.34,0.9959,7.8,55.0,3.02,11.9,0.31,140.0,0.21
9.2,0.06,0.14,0.99344,6.1,27.0,3.07,3.9,0.34,113.0,0.38
9.8,0.053,0.26,0.99699,7.4,55.0,3.11,11.8,0.6,173.0,0.27
8.9,0.038,0.71,0.99801,7.5,52.0,3.03,11.8,0.46,148.0,0.17
8.9,0.058,0.24,0.9958,7.6,19.0,3.15,3.8,0.45,115.0,0.27
11.9,0.045,0.45,0.99064,7.0,40.0,3.16,2.3,0.48,118.0,0.25
9.9,0.051,0.28,0.9962,6.5,86.0,3.16,12.4,0.51,213.0,0.35
13.1,0.026,0.28,0.989,6.2,22.0,2.98,4.3,0.64,105.0,0.28
9.6,0.052,0.44,0.9955,6.8,28.0,3.14,6.6,0.41,156.0,0.34
11.0,0.048,0.41,0.9937,6.0,55.0,3.09,10.8,0.59,149.0,0.29
8.7,0.06,0.07,0.9931,6.0,9.0,3.11,1.2,0.35,108.0,0.67
11.9,0.031,0.04,0.9906,6.6,48.0,3.14,2.5,0.32,111.0,0.545
13.0,0.021,0.29,0.99026,7.5,38.0,3.08,4.9,0.48,113.0,0.38
9.9,0.051,0.28,0.9962,6.5,86.0,3.16,12.4,0.51,213.0,0.35
10.8,0.03,0.06,0.9904,6.4,9.0,2.97,1.0,0.29,131.0,0.475
11.1,0.027,0.44,0.993,7.2,25.0,3.02,7.1,0.34,126.0,0.26
10.3,0.033,0.24,0.99334,7.2,23.0,2.92,5.6,0.66,120.0,0.32
9.5,0.047,0.52,0.99541,6.6,52.0,3.16,8.2,0.47,191.0,0.26
11.8,0.031,0.24,0.99098,7.5,5.0,3.01,3.85,0.36,34.0,0.34
8.7,0.056,0.3,0.99825,7.4,33.0,2.9,13.7,0.44,168.0,0.16
10.3,0.048,0.28,0.9949,7.1,50.0,3.13,9.3,0.49,141.0,0.29
10.5,0.053,0.49,0.993,7.9,15.0,3.16,1.6,0.47,144.0,0.2
10.5,0.032,0.32,0.99154,7.5,31.0,2.95,1.4,0.42,161.0,0.3
8.9,0.047,0.24,0.99896,6.0,42.0,3.1,17.8,0.45,111.0,0.28
10.5,0.032,0.24,0.9924,8.1,10.0,3.08,1.6,0.47,67.0,0.31
9.4,0.051,0.26,0.9984,6.6,17.0,3.0,17.3,0.43,149.0,0.18
10.8,0.046,0.59,0.99373,8.7,10.0,3.06,1.7,0.56,70.0,0.3
9.8,0.044,0.41,0.9954,6.7,50.0,3.14,9.1,0.58,166.0,0.2
10.8,0.054,0.18,0.99392,7.7,18.0,3.12,3.3,0.51,143.0,0.46
12.0,0.036,0.39,0.9935,7.7,8.0,3.06,8.9,0.38,117.0,0.28
10.2,0.047,0.29,0.9933,8.2,47.0,3.13,1.8,0.5,187.0,0.23
9.1,0.055,0.37,0.9934,6.8,47.0,3.08,1.6,0.45,154.0,0.18
8.9,0.042,0.17,0.9959,6.9,69.0,3.13,7.6,0.4,219.0,0.32
10.2,0.055,0.27,0.99534,6.1,74.0,3.16,9.8,0.4,134.0,0.23
11.7,0.034,0.27,0.9902,6.8,19.0,3.14,1.2,0.37,68.0,0.2
9.4,0.123,0.24,0.9953,6.8,35.0,3.07,6.6,0.48,116.0,0.3
10.2,0.041,0.28,0.99207,6.6,53.0,3.13,1.7,0.45,161.0,0.18
9.2,0.048,0.26,0.99587,7.3,52.0,3.12,7.2,0.37,207.0,0.25
11.9,0.031,0.34,0.99,7.0,27.0,3.06,1.4,0.39,107.0,0.24
9.8,0.059,0.29,0.99328,7.6,37.0,3.09,2.5,0.37,115.0,0.27
10.9,0.039,0.28,0.99469,6.7,29.0,3.11,10.2,0.45,115.0,0.18
12.4,0.038,0.35,0.9916,6.9,37.0,3.0,8.6,0.32,125.0,0.36
10.7,0.038,0.35,0.99546,6.9,49.0,3.0,13.5,0.63,118.0,0.19
9.3,0.048,0.37,0.9938,7.5,22.0,3.09,1.2,0.43,184.0,0.32
9.5,0.042,0.36,0.997,7.1,45.0,2.92,11.6,0.59,124.0,0.2
9.1,0.042,0.52,0.99839,7.6,61.0,2.98,13.2,0.47,148.0,0.31
9.2,0.056,0.64,0.9972,7.1,12.0,3.05,13.2,0.39,105.0,0.33
12.4,0.031,0.36,0.9897,5.2,46.0,3.14,5.1,0.31,145.0,0.31
9.1,0.045,0.38,0.99572,6.2,54.0,3.17,7.9,0.46,208.0,0.25
10.2,0.044,0.74,0.992,6.9,18.0,3.13,1.0,0.55,132.0,0.35
11.9,0.024,0.39,0.99116,8.0,26.0,3.15,1.6,0.49,93.0,0.36
10.5,0.043,0.32,0.99236,7.6,23.0,3.06,1.2,0.68,72.0,0.27
9.9,0.041,0.22,0.99287,7.3,40.0,3.14,1.4,0.48,177.0,0.33
11.4,0.04,0.41,0.98988,6.2,17.0,3.14,1.0,0.56,76.0,0.1
8.6,0.041,0.69,0.9977,7.3,58.0,3.06,10.2,0.45,160.0,0.31
9.1,0.045,0.38,0.99572,6.2,54.0,3.17,7.9,0.46,208.0,0.25
9.6,0.038,0.58,0.9975,6.8,51.0,3.12,14.2,0.48,164.0,0.19
12.25,0.044,0.32,0.99044,6.6,18.0,3.11,1.3,0.56,93.0,0.27
11.1,0.054,0.2,0.99324,6.8,25.0,3.12,6.6,0.28,65.0,0.73
9.4,0.054,0.26,0.9954,6.4,47.0,3.12,8.1,0.49,181.0,0.23
9.1,0.053,0.24,0.9958,7.5,8.0,3.14,4.6,0.5,134.0,0.32
9.4,0.043,0.18,0.99566,6.7,57.0,3.17,7.7,0.44,200.0,0.31
10.2,0.042,0.28,0.99532,6.1,61.0,3.14,9.8,0.42,125.0,0.27
10.8,0.028,0.39,0.994,6.9,22.0,3.11,8.0,0.66,84.0,0.19
9.7,0.038,0.32,0.9966,7.5,54.0,3.04,9.2,0.56,191.0,0.23
11.4,0.04,0.41,0.9907,7.6,38.0,2.92,1.1,0.42,143.0,0.19
9.7,0.051,0.19,0.996,7.1,53.0,3.16,8.2,0.52,187.0,0.26
12.0,0.036,0.31,0.99216,7.0,45.0,2.98,9.1,0.31,140.0,0.31
11.0,0.059,0.37,0.99322,7.2,47.0,3.08,6.9,0.46,128.0,0.17
9.2,0.052,0.39,0.99888,6.5,22.0,3.11,17.3,0.47,126.0,0.24
9.5,0.058,0.46,0.996,9.2,39.0,3.14,3.2,0.58,133.0,0.28
11.7,0.045,0.32,0.99352,7.0,37.0,3.09,10.05,0.33,131.0,0.36
10.5,0.053,0.49,0.9942,6.4,25.0,3.01,5.8,0.98,120.0,0.24
13.0,0.014,0.47,0.98984,6.5,44.0,3.13,5.45,0.32,137.0,0.44
9.5,0.057,0.24,0.9942,6.9,13.0,2.99,3.6,0.48,85.0,0.25
11.2,0.033,0.25,0.99044,8.0,15.0,2.98,1.1,0.39,86.0,0.13
12.0,0.04,0.32,0.99026,6.8,35.0,3.16,1.4,0.66,106.0,0.17
11.2,0.03,0.26,0.99402,6.5,2.0,3.07,11.0,0.36,82.0,0.27
12.9,0.031,0.39,0.98836,5.9,47.0,3.08,1.4,0.64,147.0,0.28
12.0,0.029,0.32,0.99011,6.0,48.0,3.15,3.8,0.34,180.0,0.26
10.3,0.054,0.35,0.99474,7.2,37.0,3.08,5.5,0.5,183.0,0.22
9.7,0.049,0.17,0.99297,7.0,7.0,3.13,1.1,0.36,119.0,0.35
12.1,0.034,0.23,0.98871,5.8,37.0,2.96,1.5,0.34,121.0,0.3
11.7,0.034,0.36,0.9906,8.2,17.0,3.04,1.0,0.32,93.0,0.37
11.0,0.027,0.28,0.99089,6.8,32.0,3.15,1.1,0.45,112.0,0.18
12.0,0.033,0.31,0.989435,6.5,32.0,2.96,2.1,0.61,95.0,0.2
11.4,0.065,0.32,0.99134,7.4,23.0,3.06,1.4,0.47,140.0,0.16
10.5,0.048,0.51,0.9943,6.3,35.0,3.1,6.3,1.01,146.0,0.37
10.4,0.035,0.22,0.99578,7.4,44.0,3.1,11.7,0.45,150.0,0.32
11.9,0.024,0.36,0.99222,7.8,20.0,3.06,4.6,0.66,198.0,0.3
12.2,0.03,0.36,0.9904,6.9,31.0,3.14,3.5,0.38,135.0,0.48
10.9,0.059,0.26,0.9955,7.8,32.0,3.04,9.5,0.43,178.0,0.4
9.6,0.047,0.53,0.9992,7.2,59.0,3.09,18.15,0.52,182.0,0.29
9.2,0.045,0.36,0.9958,6.6,54.0,3.08,8.1,0.42,180.0,0.25
9.8,0.053,0.28,0.9981,8.0,83.0,3.14,14.0,0.45,197.0,0.22
12.15,0.035,0.26,0.989465,6.0,10.0,3.11,2.2,0.48,72.0,0.26
9.1,0.054,0.45,0.99869,6.7,30.0,3.14,14.3,0.57,181.0,0.29
12.0,0.03,0.24,0.9953,7.4,34.0,3.13,15.1,0.51,153.0,0.49
10.5,0.038,0.27,0.99496,6.6,29.0,3.11,10.9,0.44,130.0,0.2
9.9,0.044,0.26,0.99611,6.3,24.0,3.11,12.3,0.58,205.0,0.32
13.2,0.016,0.26,0.98951,7.3,26.0,2.84,5.45,0.54,90.0,0.4
10.4,0.031,0.3,0.9929,9.2,40.0,2.94,1.1,0.3,99.0,0.23
10.9,0.057,0.39,0.99176,7.9,21.0,3.05,2.0,0.52,138.0,0.21
10.4,0.035,0.3,0.9954,7.0,72.0,2.99,12.3,0.57,172.0,0.24
9.9,0.041,0.26,0.9926,7.1,20.0,3.04,1.3,0.74,71.0,0.18
11.7,0.044,0.36,0.99014,6.4,22.0,3.15,1.4,0.5,68.0,0.125
10.6,0.048,0.36,0.9968,7.4,35.0,3.14,14.6,0.56,161.0,0.28
11.9,0.037,0.31,0.99176,6.8,33.0,3.02,6.9,0.39,121.0,0.22
9.5,0.041,0.58,0.9997,7.6,51.0,3.16,17.5,0.66,225.0,0.29
9.2,0.048,0.27,0.9936,7.2,30.0,3.1,2.4,0.51,149.0,0.27
10.4,0.047,0.38,0.9928,7.0,33.0,3.13,2.2,0.39,96.0,0.15
9.0,0.067,0.36,0.9976,7.4,53.0,3.01,13.2,0.48,178.0,0.25
12.2,0.038,0.26,0.9893,6.7,58.0,3.0,1.9,0.47,138.0,0.34
9.8,0.041,0.21,0.99441,5.8,48.0,3.16,7.2,0.49,146.0,0.34
10.9,0.037,0.3,0.99414,7.1,29.0,3.07,9.9,0.42,124.0,0.39
11.3,0.042,0.3,0.99189,6.7,105.0,3.04,3.85,0.59,179.0,0.24
11.3,0.042,0.49,0.9917,7.4,35.0,3.13,1.1,0.55,156.0,0.25
9.4,0.046,0.52,0.9966,6.6,8.0,3.07,11.3,0.46,110.0,0.36
10.0,0.041,0.21,0.9941,6.2,50.0,3.15,6.3,0.6,218.0,0.31
12.5,0.027,0.44,0.99124,7.9,47.0,2.96,6.5,0.37,126.0,0.34
10.5,0.05,0.4,0.9932,7.3,24.0,3.14,2.0,0.45,92.0,0.15
11.1,0.037,0.49,0.992,7.4,33.0,3.15,1.1,0.54,156.0,0.27
10.3,0.042,0.19,0.99684,5.9,37.0,3.16,14.5,0.43,115.0,0.32
11.3,0.045,0.24,0.9922,6.6,36.0,3.15,3.9,0.64,138.0,0.23
12.0,0.042,0.41,0.9944,8.3,41.0,3.1,9.2,0.38,162.0,0.26
8.8,0.045,0.31,0.9963,7.4,52.0,3.09,8.4,0.32,183.0,0.24
9.2,0.044,0.25,0.998,7.0,27.0,2.91,14.3,0.46,149.0,0.16
10.1,0.035,0.28,0.9952,8.2,41.0,3.04,8.5,0.37,140.0,0.18
8.7,0.056,0.3,0.99825,7.4,33.0,2.9,13.7,0.44,168.0,0.16
11.2,0.048,0.41,0.99168,8.0,35.0,3.09,1.1,0.47,150.0,0.23
12.7,0.032,0.34,0.99,7.2,49.0,3.16,2.7,0.39,151.0,0.2
10.8,0.03,0.07,0.9905,6.4,10.0,2.97,1.1,0.28,131.0,0.45
10.7,0.045,0.35,0.9933,6.9,51.0,3.1,6.9,0.44,125.0,0.19
9.2,0.046,0.49,0.9984,7.6,87.0,3.01,11.3,0.43,221.0,0.36
9.4,0.053,0.5,0.9974,6.8,48.0,3.09,13.3,0.45,194.0,0.29
10.0,0.048,0.23,0.99382,6.3,44.0,3.08,5.7,0.54,147.0,0.17
11.3,0.04,0.32,0.992,8.0,32.0,3.0,1.6,0.55,166.0,0.37
10.3,0.036,0.3,0.99242,8.1,7.0,2.99,1.3,0.73,49.0,0.2
9.0,0.058,0.38,0.9979,7.2,55.0,3.09,14.3,0.44,194.0,0.23
11.4,0.036,0.36,0.99056,6.6,38.0,3.05,1.9,0.54,110.0,0.17
9.8,0.034,0.35,0.99441,6.4,9.0,3.17,5.6,0.5,148.0,0.35
10.5,0.043,0.49,0.9953,8.6,9.0,3.13,7.3,0.59,63.0,0.16
13.0,0.024,0.25,0.98959,7.8,27.0,2.98,3.4,0.37,99.0,0.28
12.3,0.035,0.43,0.9916,8.2,31.0,3.1,1.6,0.5,128.0,0.27
12.0,0.043,0.44,0.99452,8.2,52.0,3.04,12.4,0.33,154.0,0.3
9.2,0.048,0.49,1.0001,8.3,50.0,3.03,16.8,0.52,228.0,0.25
11.2,0.044,0.29,0.9904,6.8,27.0,3.12,2.8,0.42,97.0,0.4
10.1,0.038,0.49,0.9939,8.3,38.0,3.05,1.7,0.37,167.0,0.2
9.7,0.042,0.22,0.9954,7.4,26.0,2.86,10.7,0.36,81.0,0.24
9.2,0.045,0.25,1.00051,8.0,50.0,3.05,19.1,0.5,208.0,0.27
12.4,0.045,0.33,0.99066,8.1,26.0,2.98,1.3,0.44,100.0,0.27
12.1,0.028,0.34,0.9901,7.8,32.0,3.0,1.6,0.38,118.0,0.28
12.0,0.024,0.29,0.99518,7.1,22.0,3.12,14.8,0.48,142.0,0.47
10.2,0.035,0.33,0.99196,6.6,42.0,3.15,1.8,0.36,148.0,0.19
10.2,0.041,0.3,0.9932,6.9,40.0,3.16,4.7,0.35,148.0,0.2
9.3,0.039,0.4,0.9953,6.3,43.0,3.15,6.5,0.44,167.0,0.29
9.1,0.197,0.44,0.9942,6.4,75.0,3.01,3.6,0.38,183.0,0.29
11.4,0.042,0.4,0.99177,7.1,54.0,3.03,2.2,0.5,201.0,0.38
13.9,0.038,0.28,0.98711,5.8,40.0,3.1,1.4,0.29,76.0,0.24
8.7,0.043,0.56,0.9975,6.9,40.0,3.14,11.2,0.46,142.0,0.4
9.6,0.05,0.51,0.9976,7.0,40.0,3.07,13.6,0.52,168.0,0.3
10.4,0.051,0.44,0.9981,8.4,46.0,3.15,10.7,0.51,195.0,0.57
10.8,0.034,0.37,0.9928,7.0,26.0,3.17,4.9,0.44,127.0,0.29
10.8,0.046,0.26,0.9951,6.2,43.0,3.16,12.1,0.37,127.0,0.27
10.2,0.255,0.44,0.9958,7.6,28.0,3.12,8.3,0.43,142.0,0.36
11.0,0.047,0.33,0.99283,6.8,42.0,3.12,4.9,0.56,130.0,0.19
9.4,0.033,0.17,0.99754,6.9,59.0,3.08,12.9,0.49,186.0,0.4
13.1,0.031,0.38,0.99154,6.5,54.0,3.03,7.8,0.42,216.0,0.28
12.5,0.076,0.29,0.99138,8.2,19.0,2.95,5.2,0.39,92.0,0.34
9.6,0.052,0.22,0.99696,6.9,36.0,3.08,10.0,0.46,131.0,0.28
9.3,0.049,0.33,0.9927,5.7,28.0,3.13,1.1,0.42,150.0,0.245
12.5,0.037,0.3,0.98914,7.2,11.0,2.96,1.2,0.36,95.0,0.24
11.1,0.026,0.21,0.99244,7.5,33.0,2.92,6.55,0.35,143.0,0.3
9.9,0.034,0.26,0.99324,5.7,21.0,3.09,5.5,0.57,99.0,0.12
11.0,0.036,0.36,0.9938,7.5,43.0,3.04,7.0,0.32,161.0,0.23
9.7,0.048,0.25,0.9975,6.7,79.0,3.12,14.3,0.37,149.0,0.18
8.9,0.038,0.42,0.99628,6.7,85.0,3.04,10.4,0.44,182.0,0.17
9.3,0.168,0.47,0.9984,7.4,42.0,2.9,14.15,0.49,185.0,0.64
9.0,0.044,0.58,0.9978,6.1,42.0,3.15,15.0,0.51,115.0,0.36
9.4,0.05,0.52,0.99628,6.6,29.0,3.07,10.1,0.4,140.0,0.36
9.2,0.04,0.39,0.9965,7.6,45.0,3.11,7.6,0.53,215.0,0.34
11.4,0.034,0.25,0.99082,6.6,23.0,3.05,2.35,0.41,87.0,0.425
12.7,0.026,0.36,0.9927,8.0,50.0,3.07,8.8,0.25,151.0,0.45
10.0,0.043,0.26,0.99676,8.1,41.0,3.11,11.0,0.49,211.0,0.24
12.1,0.028,0.35,0.99022,7.1,35.0,2.96,3.5,0.33,91.0,0.28
8.9,0.044,0.29,0.9991,6.6,54.0,3.17,14.4,0.58,177.0,0.35
12.0,0.034,0.35,0.9924,7.5,12.0,3.16,6.0,0.39,126.0,0.34
10.9,0.046,0.31,0.9913,6.8,40.0,3.07,2.9,0.65,121.0,0.21
9.4,0.087,0.23,0.9948,9.9,19.0,2.77,2.4,0.44,115.0,0.49
10.6,0.037,0.35,0.9933,6.0,16.0,3.16,1.9,0.69,120.0,0.28
10.9,0.046,0.31,0.9913,6.8,40.0,3.07,2.9,0.65,121.0,0.21
10.5,0.039,0.49,0.9926,7.3,34.0,3.14,1.3,0.77,136.0,0.155
11.8,0.031,0.4,0.98966,6.1,25.0,3.03,1.85,0.3,111.0,0.22
11.3,0.051,0.44,0.99058,6.4,39.0,3.11,1.2,0.75,122.0,0.16
10.4,0.034,0.3,0.99152,6.4,33.0,3.03,2.8,0.49,125.0,0.17
9.4,0.184,0.14,0.99396,6.6,35.0,2.93,4.4,0.45,168.0,0.2
11.1,0.022,0.45,0.9934,8.8,14.0,3.01,6.0,0.33,49.0,0.28
9.5,0.056,0.35,0.99527,6.4,45.0,3.16,7.7,0.5,191.0,0.26
8.9,0.039,0.43,0.99745,6.2,64.0,3.08,13.0,0.38,233.0,0.28
11.8,0.055,0.34,0.9927,8.8,33.0,2.95,5.9,0.51,128.0,0.39
9.6,0.055,0.51,0.99502,6.4,53.0,3.12,7.8,0.45,177.0,0.35
11.3,0.043,0.45,0.99162,6.7,52.0,3.06,4.2,0.54,131.0,0.13
