alcohol,chlorides,citric acid,density,fixed acidity,free sulfur dioxide,pH,residual sugar,sulphates,total sulfur dioxide,volatile acidity
10.2,0.029,0.32,0.9948,6.4,34.0,3.4,7.9,0.39,124.0,0.22
10.8,0.043,0.33,0.9925,6.9,63.0,3.44,1.6,0.52,149.0,0.19
11.3,0.046,0.25,0.99093,5.6,47.0,3.21,2.5,0.4,182.0,0.34
9.0,0.054,0.46,0.99848,6.7,67.0,3.23,9.7,0.5,234.0,0.42
9.6,0.046,0.33,0.9983,6.9,47.0,3.28,12.5,0.77,153.0,0.24
9.1,0.055,0.23,0.9986,6.4,36.0,3.26,16.2,0.54,176.0,0.32
11.5,0.028,0.45,0.9922,5.5,25.0,3.51,4.9,0.49,191.0,0.32
10.7,0.054,0.35,0.99178,7.3,31.0,3.18,1.6,0.47,148.0,0.28
9.8,0.06,0.45,0.99711,6.2,22.0,3.31,10.4,0.56,184.0,0.36
9.4,0.048,0.24,0.9957,7.0,31.0,3.23,6.2,0.62,228.0,0.32
10.5,0.045,0.32,0.9972,6.9,62.0,3.22,16.4,0.42,153.0,0.23
10.9,0.044,0.24,0.9929,8.0,20.0,3.28,1.2,0.42,102.0,0.27
13.1,0.034,0.27,0.9897,7.1,28.0,3.26,3.1,0.38,134.0,0.35
11.5,0.036,0.18,0.99125,6.0,5.0,3.28,3.0,0.4,85.0,0.33
11.2,0.039,0.25,0.99114,6.6,21.0,3.2,1.4,0.45,131.0,0.12
10.8,0.052,0.41,0.99228,7.2,24.0,3.19,1.6,0.49,126.0,0.17
12.2,0.031,0.31,0.99235,7.0,38.0,3.38,6.4,0.58,115.0,0.32
11.9,0.036,0.31,0.99152,5.8,7.0,3.2,5.9,0.43,73.0,0.15
10.6,0.036,0.42,0.9938,7.4,33.0,3.4,2.1,0.41,187.0,0.18
12.6,0.022,0.4,0.9915,6.9,5.0,3.31,4.6,0.37,19.0,0.39
11.0,0.034,0.29,0.9917,7.3,29.0,3.3,1.6,0.5,118.0,0.21
11.4,0.042,0.25,0.992,7.0,48.0,3.25,1.7,0.42,189.0,0.24
10.6,0.037,0.33,0.99164,6.4,35.0,3.23,1.7,0.66,113.0,0.25
8.8,0.058,0.32,0.9972,6.8,24.0,3.4,8.8,0.4,110.0,0.15
11.4,0.027,0.33,0.9908,6.5,23.0,3.3,1.0,0.39,75.0,0.16
9.1,0.066,0.3,0.9945,6.8,38.0,3.2,4.2,0.42,165.0,0.51
9.5,0.044,0.52,0.99548,6.6,53.0,3.18,8.1,0.48,202.0,0.27
10.4,0.045,0.28,0.9954,7.0,37.0,3.25,8.6,0.54,221.0,0.21
10.1,0.044,0.27,0.9918,5.6,53.0,3.28,1.4,0.37,168.0,0.16
10.1,0.035,0.21,0.9942,6.3,29.0,3.36,5.1,0.33,142.0,0.23
12.0,0.034,0.58,0.98984,5.6,29.0,3.51,1.25,0.6,129.0,0.18
9.7,0.049,0.35,0.99516,6.5,10.0,3.35,1.6,0.51,164.0,0.39
9.5,0.046,0.33,0.9983,6.7,31.0,3.36,12.3,0.4,145.0,0.24
9.2,0.041,0.28,0.99652,7.6,29.0,3.2,7.1,0.42,110.0,0.18
11.2,0.031,0.32,0.99134,6.0,26.0,3.38,3.0,0.68,118.0,0.2
10.4,0.049,0.19,0.992,5.6,42.0,3.25,2.4,0.43,166.0,0.25
10.4,0.046,0.44,0.99455,6.0,15.0,3.5,1.5,0.52,182.0,0.3
9.5,0.049,0.34,0.994,6.3,14.0,3.3,1.6,0.49,132.0,0.3
11.8,0.034,0.32,0.9924,7.0,28.0,3.23,6.4,0.44,97.0,0.3
9.8,0.054,0.4,0.99445,7.6,29.0,3.19,2.2,0.53,175.0,0.3
9.3,0.034,0.34,0.9953,7.1,33.0,3.37,5.3,0.52,104.0,0.15
9.3,0.041,0.25,0.99428,6.9,26.0,3.18,3.3,0.5,124.0,0.3
12.2,0.045,0.74,0.9942,7.0,24.0,3.26,12.8,0.38,126.0,0.17
10.1,0.047,0.31,0.9934,7.6,41.0,3.43,1.4,0.53,142.0,0.2
9.0,0.055,0.25,0.99758,6.2,47.0,3.3,12.5,0.51,134.0,0.24
10.0,0.061,0.37,0.995,7.9,25.0,3.22,3.0,0.51,178.0,0.18
10.5,0.054,0.41,0.9948,7.1,24.0,3.48,2.1,0.62,166.0,0.2
11.0,0.044,0.32,0.99185,6.5,34.0,3.37,2.0,0.68,90.0,0.3
12.5,0.03,0.46,0.9907,8.0,30.0,3.23,1.5,0.47,125.0,0.23
12.0,0.039,0.33,0.99008,6.5,36.0,3.22,1.5,0.65,110.0,0.2
10.8,0.044,0.28,0.993,6.6,18.0,3.42,3.3,0.64,91.0,0.18
9.2,0.049,0.32,0.995,6.4,41.0,3.19,5.5,0.68,176.0,0.25
10.8,0.051,0.27,0.9928,7.7,52.0,3.23,1.8,0.5,190.0,0.24
9.9,0.043,0.29,0.99112,5.6,20.0,3.28,0.8,0.48,67.0,0.175
9.3,0.046,0.4,0.99583,6.8,45.0,3.2,7.5,0.49,179.0,0.26
12.9,0.032,0.49,0.9903,7.1,31.0,3.37,2.2,0.42,113.0,0.26
10.0,0.051,0.23,0.9934,6.5,25.0,3.24,5.4,0.35,149.0,0.39
8.9,0.044,0.34,0.99976,7.8,66.0,3.22,13.7,0.75,184.0,0.25
10.0,0.037,0.44,0.9944,7.8,43.0,3.18,1.3,0.65,132.0,0.26
11.3,0.025,0.28,0.9925,5.7,26.0,3.28,9.65,0.38,121.0,0.23
9.8,0.034,0.49,0.992,6.0,26.0,3.21,1.0,0.42,106.0,0.17
11.3333333333333,0.035,0.27,0.9914,6.5,32.0,3.21,2.6,0.76,76.0,0.13
11.0,0.045,0.29,0.99178,5.4,69.0,3.76,1.2,0.63,152.0,0.22
11.0,0.047,0.26,0.99158,6.2,42.0,3.48,1.1,0.6,119.0,0.2
10.5,0.031,0.35,0.9938,6.6,36.0,3.19,7.7,0.37,135.0,0.24
9.4,0.039,0.4,0.99582,6.5,74.0,3.18,10.0,0.5,227.0,0.27
11.2,0.045,0.28,0.99175,6.4,32.0,3.47,0.9,0.52,87.0,0.13
12.3,0.031,0.32,0.99234,6.1,41.0,3.25,9.0,0.26,134.0,0.24
9.6,0.053,0.32,0.9948,7.9,47.0,3.29,1.6,0.76,150.0,0.17
9.5,0.048,0.19,0.99438,5.6,36.0,3.26,7.1,0.41,110.0,0.185
12.2,0.035,0.28,0.9918,7.7,36.0,3.19,4.9,0.58,109.0,0.39
10.6,0.034,0.28,0.99246,7.2,26.0,3.28,1.4,0.57,109.0,0.33
10.0,0.048,0.22,0.99942,7.9,46.0,3.47,13.3,0.59,212.0,0.31
10.2,0.055,0.36,0.9972,7.1,44.5,3.49,6.8,0.64,234.0,0.3
10.8,0.041,0.32,0.9939,6.8,38.0,3.25,7.0,0.52,118.0,0.26
11.0,0.043,0.31,0.99158,6.3,30.0,3.49,1.2,0.68,117.0,0.21
12.0,0.032,0.26,0.99076,5.5,35.0,3.43,1.5,0.77,100.0,0.16
11.8,0.024,0.32,0.99084,6.6,26.0,3.29,1.7,0.6,102.0,0.23
11.4,0.022,0.28,0.9907,6.3,28.0,3.2,1.8,0.64,158.0,0.19
11.0,0.037,0.29,0.992,7.2,37.0,3.27,2.2,0.64,102.0,0.24
10.8,0.038,0.29,0.99296,7.3,32.0,3.2,1.5,0.55,144.0,0.32
10.0,0.039,0.24,0.9948,7.1,60.0,3.19,5.4,0.78,196.0,0.23
12.2,0.035,0.48,0.99121,6.3,35.0,3.49,1.8,0.74,96.0,0.48
8.9,0.051,0.22,0.9955,7.4,50.0,3.28,1.7,0.69,179.0,0.32
12.3,0.034,0.26,0.9912,6.0,42.0,3.38,6.0,0.38,134.0,0.38
12.8,0.03,0.4,0.989,3.9,29.0,3.57,4.2,0.36,118.0,0.225
9.4,0.056,0.51,0.9956,6.2,49.0,3.18,7.9,0.52,206.0,0.28
10.4,0.05,0.3,0.99204,6.3,23.0,3.24,2.0,0.47,120.0,0.22
12.6,0.042,0.24,0.9908,5.6,24.0,3.29,4.8,0.37,72.0,0.46
13.2,0.043,0.28,0.98924,6.6,17.0,3.21,2.8,0.47,67.0,0.38
10.1,0.038,0.25,0.9921,6.1,34.0,3.24,1.2,0.44,128.0,0.2
12.1,0.028,0.36,0.9922,7.0,31.0,3.35,7.1,0.47,104.0,0.23
10.3,0.033,0.36,0.9941,8.0,14.0,3.2,1.5,0.39,122.0,0.16
9.4,0.037,0.41,0.99882,6.2,58.0,3.25,16.8,0.57,173.0,0.33
9.5,0.051,0.16,0.994,6.9,15.0,3.22,1.4,0.38,96.0,0.32
9.2,0.045,0.74,0.9956,6.4,52.0,3.21,7.8,0.42,209.0,0.25
12.1,0.033,0.32,0.99192,6.6,59.0,3.19,6.0,0.71,128.0,0.15
13.0,0.032,0.39,0.98912,6.7,14.0,3.31,1.0,0.38,71.0,0.19
9.4,0.058,0.49,0.99656,6.2,68.0,3.19,11.2,0.6,215.0,0.3
9.6,0.046,0.04,0.9928,6.3,30.0,3.24,1.1,0.36,99.0,0.48
11.4,0.04,0.39,0.9911,6.6,40.0,3.35,1.45,0.4,89.0,0.25
9.0,0.042,0.16,0.9974,6.4,26.0,3.28,12.9,0.33,138.0,0.5
10.4,0.052,0.28,0.99432,5.4,27.0,3.19,7.8,0.38,91.0,0.265
12.2,0.044,0.74,0.991,7.1,42.0,3.31,2.7,0.41,144.0,0.22
12.2,0.036,0.29,0.99168,7.0,41.0,3.38,4.9,0.43,150.0,0.32
9.9,0.049,0.21,0.9928,6.6,39.0,3.18,1.5,0.41,184.0,0.36
9.8,0.041,0.27,0.9927,7.4,27.0,3.19,1.2,0.33,99.0,0.21
10.5,0.048,0.35,0.9944,6.8,44.0,3.29,6.4,0.55,172.0,0.24
10.6,0.048,0.25,0.99212,6.5,39.0,3.28,1.7,0.57,177.0,0.51
9.7,0.04,0.39,0.99794,6.7,61.0,3.31,12.1,0.58,248.0,0.42
9.7,0.051,0.29,0.9944,6.7,31.0,3.44,5.3,0.37,122.0,0.13
14.0,0.036,0.18,0.98746,5.0,33.0,3.21,1.9,0.83,106.0,0.455
9.5,0.048,0.25,0.996,6.8,10.0,3.36,3.2,0.52,57.0,0.705
11.5,0.036,0.37,0.9911,6.5,48.0,3.41,1.0,0.51,114.0,0.13
9.2,0.06,0.32,0.9952,7.7,47.0,3.37,1.4,0.42,150.0,0.12
11.1,0.041,0.3,0.99331,6.4,42.0,3.22,7.2,0.49,168.0,0.33
8.6,0.057,0.39,0.9999,7.3,45.0,3.21,17.95,0.36,149.0,0.24
11.5,0.036,0.49,0.9932,6.9,49.0,3.2,6.6,0.27,172.0,0.19
11.6,0.038,0.36,0.9912,6.6,22.0,3.29,1.7,0.57,101.0,0.28
11.2,0.039,0.26,0.99375,5.8,63.0,3.33,10.05,0.5,162.0,0.24
9.7,0.047,0.34,0.9944,6.9,24.0,3.2,4.0,0.52,128.0,0.23
11.1,0.041,0.34,0.99335,7.6,42.0,3.35,1.8,0.66,148.0,0.2
8.8,0.053,0.44,1.0006,8.1,43.0,3.28,14.1,0.75,145.0,0.17
10.5,0.036,0.29,0.9949,5.9,31.0,3.35,11.4,0.48,115.0,0.27
12.9,0.038,0.4,0.9906,7.7,28.0,3.18,2.0,0.32,152.0,0.38
10.5,0.034,0.36,0.99165,6.6,48.0,3.24,0.8,0.68,113.0,0.21
11.7,0.038,0.31,0.99155,6.4,41.0,3.37,2.8,0.66,114.0,0.24
10.7,0.049,0.16,0.9917,5.0,10.0,3.48,1.5,0.44,97.0,0.33
10.7,0.032,0.49,0.9932,6.9,35.0,3.45,1.3,0.57,148.0,0.24
10.6,0.049,0.49,0.9952,7.9,33.0,3.18,5.2,0.47,152.0,0.12
12.3,0.027,0.42,0.9914,6.0,70.0,3.4,5.2,0.4,178.0,0.26
12.7,0.04,0.33,0.98934,6.0,15.0,3.29,4.35,0.5,80.0,0.26
9.7,0.051,0.3,0.99756,7.2,40.0,3.48,8.4,0.62,167.0,0.34
10.5,0.04,0.28,0.9917,6.2,24.0,3.19,2.2,0.48,125.0,0.22
13.0,0.03,0.32,0.98923,6.3,24.0,3.21,1.5,0.42,101.0,0.32
12.2,0.039,0.39,0.9928,7.0,46.0,3.21,6.2,0.35,163.0,0.46
11.3,0.03,0.35,0.99146,6.6,33.0,3.22,2.6,0.72,78.0,0.17
12.7,0.039,0.28,0.98946,6.4,34.0,3.22,2.5,0.38,137.0,0.31
10.5,0.047,0.28,0.9952,6.8,52.0,3.22,8.7,0.53,242.0,0.18
10.8,0.046,0.3,0.99479,6.4,53.0,3.21,11.2,0.34,149.0,0.22
10.5,0.047,0.22,0.998275,6.4,51.0,3.39,14.7,0.6,183.0,0.46
11.6,0.053,0.38,0.99306,8.2,41.0,3.22,3.5,0.41,174.0,0.2
10.4,0.056,0.57,0.99464,5.6,66.0,3.25,10.7,0.61,171.0,0.255
11.2,0.043,0.33,0.992,6.5,45.0,3.18,4.8,0.44,114.0,0.16
10.1,0.047,0.24,0.995,5.7,60.0,3.65,2.3,0.72,189.0,0.21
9.6,0.047,0.23,0.9945,6.7,36.0,3.34,6.2,0.43,117.0,0.19
10.5,0.033,0.0,0.9936,5.9,8.0,3.32,5.6,0.51,31.0,0.655
10.9,0.031,0.27,0.9905,5.8,12.0,3.25,1.4,0.36,77.0,0.2
12.3,0.058,0.22,0.9946,5.8,42.0,3.32,12.7,0.38,206.0,0.27
10.0,0.05,0.34,0.99754,6.3,25.0,3.21,11.4,0.49,96.0,0.15
9.4,0.054,0.28,0.99543,8.5,54.0,3.21,3.1,0.43,174.0,0.3
10.1,0.068,0.34,0.99138,4.9,32.0,3.24,1.0,0.4,143.0,0.345
12.6,0.04,0.24,0.9903,6.4,27.0,3.22,6.4,0.49,124.0,0.26
9.5,0.046,0.24,0.998,6.1,51.0,3.35,12.1,0.45,172.0,0.25
9.3,0.048,0.49,0.9953,6.0,61.0,3.19,6.8,0.47,222.0,0.28
13.05,0.024,0.32,0.98823,5.6,29.0,3.2,1.2,0.46,97.0,0.22
9.9,0.027,0.33,0.9937,7.2,16.0,3.37,1.1,0.4,63.0,0.15
13.6,0.035,0.26,0.98872,6.0,38.0,3.18,3.5,0.47,111.0,0.38
10.8,0.039,0.4,0.992,7.9,38.0,3.21,1.2,0.54,107.0,0.21
9.1,0.048,0.26,0.9964,7.4,47.0,3.26,8.6,0.36,206.0,0.31
9.2,0.095,0.18,0.99773,6.2,28.0,3.53,7.4,0.71,195.0,0.38
10.4,0.046,0.22,0.9929,6.3,31.0,3.39,1.8,0.54,140.0,0.495
10.7,0.046,0.31,0.9926,6.7,30.0,3.33,2.1,0.64,96.0,0.23
9.3,0.048,0.31,0.9951,6.4,42.0,3.19,5.5,0.66,173.0,0.33
9.3,0.045,0.27,0.9972,5.8,55.0,3.28,12.3,0.42,170.0,0.27
12.2,0.027,0.37,0.992,6.9,24.0,3.38,6.2,0.49,97.0,0.2
10.8,0.043,0.33,0.9925,6.9,63.0,3.44,1.6,0.52,149.0,0.19
12.8,0.031,0.34,0.9896,5.8,40.0,3.39,4.0,0.39,99.0,0.28
9.0,0.038,0.4,0.9979,6.5,59.0,3.23,13.1,0.57,241.0,0.425
13.4,0.036,0.18,0.98949,5.2,23.0,3.36,2.0,0.77,129.0,0.5
10.8,0.052,0.24,0.99374,6.3,36.0,3.8,1.7,0.66,135.0,0.2
13.1,0.027,0.26,0.9924,6.4,20.0,3.22,9.6,0.73,104.0,0.55
10.7,0.048,0.28,0.99556,6.8,54.0,3.19,12.6,0.37,136.0,0.2
12.3,0.032,0.31,0.99166,7.1,36.0,3.35,5.2,0.47,140.0,0.34
9.8,0.053,0.26,0.99676,6.7,44.0,3.2,14.8,0.35,95.0,0.11
12.4,0.044,0.4,0.9912,6.6,48.0,3.54,1.5,0.52,143.0,0.16
9.5,0.047,0.3,0.9966,7.3,42.0,3.33,8.2,0.46,207.0,0.22
10.3,0.034,0.24,0.99582,6.6,25.0,3.33,8.6,0.59,135.0,0.24
10.3,0.048,0.34,0.99716,8.3,50.0,3.18,10.2,0.51,118.0,0.27
10.6,0.042,0.35,0.99642,6.1,55.0,3.24,15.8,0.37,158.0,0.15
13.0,0.036,0.22,0.9902,6.5,35.0,3.26,4.1,0.55,131.0,0.5
9.4,0.046,0.65,0.9946,7.3,28.0,3.33,1.4,0.62,157.0,0.18
10.5,0.06,0.31,0.9963,7.3,34.0,3.72,1.7,0.69,110.0,0.205
10.0,0.047,0.4,0.99232,5.9,23.0,3.2,1.3,0.45,92.0,0.2
10.7,0.04,0.31,0.99672,6.4,57.0,3.21,13.9,0.38,135.0,0.22
9.5,0.048,0.42,0.9974,6.9,10.0,3.32,8.5,0.46,147.0,0.44
8.5,0.034,0.3,0.99642,6.3,35.0,3.47,5.9,0.4,152.0,0.2
9.4,0.037,0.15,0.99642,6.6,38.0,3.28,10.0,0.52,157.0,0.56
12.1,0.036,0.04,0.9894,5.2,43.0,3.36,1.4,0.33,119.0,0.44
10.9,0.033,0.28,0.9933,6.1,46.0,3.43,4.5,0.49,150.0,0.17
9.8,0.038,0.33,0.99164,5.5,23.0,3.25,1.0,0.45,131.0,0.12
13.5,0.028,0.33,0.99012,6.2,21.0,3.36,5.4,0.41,75.0,0.2
9.4,0.033,0.49,0.9932,6.2,17.0,3.3,0.9,0.7,51.0,0.15
9.7,0.039,0.24,0.9958,6.3,38.0,3.49,7.2,0.64,172.0,0.26
10.3,0.044,0.39,0.992,6.3,26.0,3.26,1.2,0.53,116.0,0.14
9.5,0.049,0.34,0.994,6.3,14.0,3.3,1.6,0.49,132.0,0.3
9.3,0.037,0.28,0.99198,5.8,43.0,3.24,0.8,0.51,127.0,0.15
11.4,0.075,0.42,0.99103,7.0,19.0,3.32,1.0,0.62,71.0,0.17
9.5,0.037,0.46,0.9971,6.3,61.0,3.25,11.75,0.53,212.0,0.27
9.5,0.05,0.28,0.9969,6.4,34.0,3.31,11.5,0.45,163.0,0.24
11.3,0.036,0.24,0.99186,6.3,43.0,3.24,5.1,0.44,131.0,0.4
9.8,0.052,0.31,0.9949,5.8,55.0,3.19,7.5,0.46,230.0,0.31
10.5,0.033,0.34,0.9953,7.0,31.0,3.22,8.5,0.56,253.0,0.21
10.1,0.029,0.29,0.9932,7.7,10.0,3.35,1.3,0.39,64.0,0.15
10.5,0.042,0.29,0.99384,7.4,34.0,3.54,1.4,0.6,101.0,0.18
10.4,0.054,0.34,0.99338,6.6,22.0,3.26,3.0,0.47,141.0,0.25
9.2,0.055,0.24,0.99626,7.2,45.0,3.2,8.5,0.52,151.0,0.4
10.8,0.042,0.34,0.99179,6.1,59.5,3.27,2.8,0.47,162.0,0.31
9.0,0.044,0.74,0.9996,7.1,44.0,3.38,15.6,0.67,176.0,0.18
10.4,0.047,0.3,0.992,5.8,36.0,3.26,1.1,0.45,131.0,0.22
9.5,0.062,0.27,0.9966,6.1,33.0,3.31,9.8,0.47,152.0,0.24
10.5,0.036,0.14,0.99212,4.7,69.0,3.47,1.3,0.46,168.0,0.335
9.9,0.042,0.37,0.9979,7.3,36.0,3.48,9.7,0.75,130.0,0.27
12.4,0.045,0.32,0.98946,5.8,38.0,3.23,1.6,0.94,95.0,0.21
9.1,0.048,0.26,0.9964,7.4,47.0,3.26,8.6,0.36,206.0,0.31
12.0,0.032,0.4,0.99214,6.8,40.0,3.18,6.3,0.53,121.0,0.21
9.1,0.062,0.31,1.0002,7.4,42.0,3.27,17.95,0.64,187.0,0.35
13.1,0.039,0.38,0.98963,5.8,22.0,3.23,4.9,0.58,86.0,0.3
10.5,0.047,0.24,0.99383,7.4,21.0,3.52,1.4,0.64,106.0,0.18
8.7,0.077,0.2,0.9944,5.3,48.0,3.3,1.1,0.54,166.0,0.3
10.7,0.044,0.28,0.992,5.6,52.0,3.35,4.2,0.44,158.0,0.28
8.7,0.042,0.27,1.0001,6.8,41.0,3.3,18.15,0.36,146.0,0.21
9.6,0.039,0.32,0.9948,6.8,10.0,3.3,1.6,0.67,124.0,0.36
10.4,0.038,0.25,0.99312,7.5,29.0,3.45,1.7,0.56,129.0,0.26
11.7,0.03,0.3,0.9927,6.3,49.0,3.53,3.2,0.79,164.0,0.41
9.6,0.062,0.34,0.9966,7.6,40.0,3.21,9.3,0.39,126.0,0.13
10.2,0.042,0.5,0.9937,7.4,35.0,3.45,1.8,0.5,127.0,0.29
12.3,0.027,0.38,0.98926,6.5,31.0,3.24,1.0,0.36,90.0,0.24
10.6,0.056,0.27,0.99486,6.2,38.0,3.31,10.1,0.56,187.0,0.345
11.3,0.025,0.29,0.99159,6.7,37.0,3.31,2.8,0.63,107.0,0.3
12.2,0.03,0.31,0.99031,5.4,27.0,3.3,4.0,0.43,108.0,0.33
9.5,0.043,0.44,0.99551,6.4,54.0,3.18,8.2,0.48,201.0,0.34
12.2,0.024,0.27,0.9906,6.1,20.0,3.4,2.6,0.67,105.0,0.34
11.5,0.035,0.34,0.9928,7.0,32.0,3.19,5.7,0.46,83.0,0.2
12.0,0.048,0.32,0.9911,6.8,35.0,3.28,2.4,0.46,103.0,0.35
11.3,0.03,0.28,0.9902,4.8,22.0,3.38,2.9,0.34,111.0,0.17
10.0,0.04,0.12,0.992,6.8,87.0,3.18,1.3,0.41,168.0,0.27
10.8,0.047,0.3,0.995,8.2,17.0,3.22,2.1,0.71,138.0,0.68
11.7,0.029,0.44,0.9913,5.8,5.0,3.53,3.5,0.43,109.0,0.24
11.8,0.029,0.16,0.9905,5.3,37.0,3.3,4.2,0.36,100.0,0.3
11.9,0.034,0.36,0.99085,7.3,30.0,3.25,2.1,0.4,177.0,0.25
9.4,0.05,0.68,0.9946,7.3,31.0,3.32,1.5,0.64,156.0,0.19
10.1,0.059,0.27,0.9957,6.6,23.0,3.3,6.2,0.49,136.0,0.34
9.2,0.069,0.07,0.9934,6.1,22.0,3.23,1.4,0.52,108.0,0.35
8.5,0.054,0.16,0.99398,6.5,11.0,3.19,1.3,0.39,107.0,0.36
11.1,0.038,0.26,0.99125,6.0,32.0,3.46,1.3,0.43,138.0,0.27
12.8,0.029,0.48,0.9892,6.2,29.0,3.33,1.2,0.39,75.0,0.66
9.2,0.045,0.32,0.9958,7.0,38.0,3.21,8.3,0.34,126.0,0.16
12.4,0.02,0.0,0.98918,5.8,33.0,3.29,1.5,0.38,96.0,0.58
9.5,0.04,0.26,0.995,6.5,31.0,3.26,5.2,0.68,140.0,0.19
9.6,0.047,0.3,0.995,5.9,60.0,3.2,7.7,0.39,206.0,0.31
12.3,0.028,0.32,0.9912,6.0,29.0,3.4,3.5,0.71,113.0,0.26
9.4,0.08,0.17,0.99803,6.3,50.0,3.47,8.8,0.66,212.0,0.38
9.0,0.058,0.25,0.9961,6.3,44.0,3.24,7.8,0.41,166.0,0.26
11.0,0.031,0.2,0.9919,6.0,49.0,3.41,1.8,0.53,159.0,0.33
9.5,0.036,0.36,0.9934,6.9,40.0,3.27,1.3,0.95,117.0,0.18
12.9,0.03,0.27,0.98892,5.6,31.0,3.35,1.7,0.37,103.0,0.18
10.2,0.042,0.42,0.99518,7.0,37.0,3.5,5.1,0.59,144.0,0.23
11.0,0.039,0.29,0.9952,6.2,49.0,3.33,13.3,0.46,130.0,0.24
9.5,0.048,0.19,0.99438,5.4,36.0,3.26,7.1,0.41,110.0,0.185
8.8,0.039,0.36,0.99946,6.2,37.0,3.23,17.2,0.43,130.0,0.23
9.2,0.028,0.27,0.9948,5.6,22.0,3.34,4.8,0.45,104.0,0.13
9.2,0.059,0.2,0.99314,6.4,19.0,3.18,2.4,0.4,112.0,0.5
9.0,0.048,0.18,0.9962,6.3,45.0,3.23,7.7,0.47,186.0,0.27
9.1,0.058,0.49,0.9998,7.3,50.0,3.42,15.55,0.36,134.0,0.19
9.8,0.06,0.49,0.9991,6.8,50.0,3.55,14.5,0.44,170.0,0.21
11.1,0.053,0.39,0.99166,7.2,26.0,3.18,1.5,0.47,106.0,0.23
11.1,0.039,0.28,0.99173,7.0,12.0,3.18,1.4,0.65,83.0,0.28
9.8,0.039,0.29,0.99564,7.0,41.0,3.19,10.3,0.38,98.0,0.12
12.8,0.035,0.23,0.99016,5.9,20.0,3.46,5.0,0.48,128.0,0.65
10.5,0.056,0.3,0.9945,7.0,31.0,3.47,5.0,0.42,122.0,0.13
11.4,0.032,0.38,0.9914,6.6,28.0,3.25,1.5,0.55,112.0,0.17
8.9,0.044,0.2,0.99862,5.7,41.0,3.22,16.0,0.46,113.0,0.22
9.0,0.05,0.26,0.99772,6.2,59.0,3.31,13.1,0.46,150.0,0.21
10.5,0.036,0.38,0.99142,5.5,17.0,3.29,1.7,0.39,98.0,0.375
11.5,0.05,0.28,0.99326,6.9,43.0,3.22,7.8,0.6,116.0,0.22
10.2,0.03,0.24,0.99636,7.0,42.0,3.47,9.0,0.46,219.0,0.24
10.1,0.043,0.35,0.99392,6.5,47.0,3.24,5.7,0.5,197.0,0.21
10.4,0.06,0.32,0.994,5.5,19.0,3.27,8.7,0.31,102.0,0.24
8.7,0.046,0.41,0.9998,7.1,39.0,3.32,17.8,0.39,145.0,0.24
10.7,0.06,0.34,0.9931,7.5,26.0,3.51,1.2,0.47,111.0,0.21
11.1,0.04,0.28,0.99216,6.4,19.0,3.25,3.0,0.47,98.0,0.28
9.3,0.053,0.25,0.9961,6.7,54.0,3.22,8.0,0.43,202.0,0.27
10.5,0.049,0.42,0.993,6.8,41.0,3.47,1.7,0.48,122.0,0.26
12.2,0.036,0.54,0.99267,6.9,23.0,3.26,7.9,0.47,169.0,0.52
12.0,0.039,0.28,0.9907,5.9,55.0,3.44,3.5,0.44,152.0,0.62
10.9,0.044,0.31,0.9937,7.1,29.0,3.34,2.2,0.64,128.0,0.26
9.5,0.042,0.28,0.9952,6.6,51.0,3.3,4.9,0.75,180.0,0.22
10.0,0.048,0.01,0.99362,6.4,20.0,3.19,6.1,0.42,70.0,0.41
8.8,0.044,0.51,0.9976,6.8,62.0,3.19,11.8,0.44,163.0,0.37
9.1,0.047,0.4,0.99945,7.1,47.0,3.34,14.55,0.78,156.0,0.17
11.3,0.044,0.29,0.9918,7.3,12.0,3.2,1.2,0.48,143.0,0.18
11.2,0.037,0.24,0.99174,6.2,45.0,3.23,4.8,0.43,138.0,0.39
9.3,0.069,0.26,0.99347,6.4,25.0,3.18,3.4,0.4,146.0,0.68
9.8,0.067,0.35,0.995,6.9,32.0,3.36,5.0,0.48,150.0,0.19
8.6,0.05,0.33,0.9966,6.5,53.0,3.25,7.6,0.49,189.0,0.14
13.2,0.027,0.31,0.98964,5.6,11.0,3.46,2.7,0.4,100.0,0.19
11.0,0.034,0.36,0.9922,6.4,43.0,3.42,1.8,0.69,150.0,0.15
9.6,0.039,0.32,0.9948,6.8,10.0,3.3,1.6,0.67,124.0,0.36
12.0,0.042,0.36,0.9928,8.0,56.0,3.29,4.6,0.47,178.0,0.32
11.8,0.033,0.38,0.991,5.8,23.0,3.42,4.75,0.42,94.0,0.32
12.5,0.031,0.26,0.99198,6.6,26.0,3.4,4.6,0.73,120.0,0.32
10.4,0.042,0.33,0.99546,6.6,29.0,3.28,8.5,0.6,141.0,0.25
10.6,0.037,0.36,0.99592,8.1,36.0,3.19,7.4,0.54,156.0,0.33
11.0,0.051,0.24,0.99306,6.2,34.0,3.36,4.1,0.52,149.0,0.32
12.5,0.029,0.34,0.98954,6.5,39.0,3.21,1.6,0.68,116.0,0.19
9.2,0.06,0.24,0.99512,6.6,42.5,3.59,1.3,0.51,204.0,0.32
10.4,0.038,0.29,0.99479,6.7,40.0,3.23,7.7,0.56,179.0,0.26
11.0,0.046,0.34,0.99299,6.6,30.0,3.22,5.6,0.38,140.0,0.21
11.6,0.034,0.28,0.9921,6.3,45.0,3.29,6.3,0.46,152.0,0.37
